HEALTH;Psychiatrists;"ADHD and inattention" ["ADHD", "inattention", "ADD", "attention deficit disorder", "attention deficit hyperactivity disorder"], "autism spectrum disorders (ASD)" ["autism spectrum disorders", "ASD", "autism spectrum", "autism", "Asperger Syndrome", "Asperger Disorder", "PDD-NOS", "PDD", "Rett syndrome", "childhood disintegrative disorder", "pervasive developmental disorder"], "bipolar disorder", "obessive-compulsive spectrum disorders" ["obsessive-compulsive disorder", "OCD", "OCPD", "obsessive-compulsive personality disorder", "trichotillomania", "dermatillomania", "skin picking", "body-focused repetitive disorder", "body dysmorphic disorder", "BDD", "PANDAS", "Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections"], "depression" ["major depressive disorder", "major depression", "low mood", "low affect"], "anxiety" ["anxiety disorders", "generalized anxiety disorder", "GAD", "panic disorder", "selective mutism", "SM", "separation anxiety disorder", "separation anxiety", "social anxiety", "shyness"], "phobias" ["phobia", "fears"], "self-harm/cutting" ["self-harm", "self-harming", "cutting"], "adjustment disorders" ["adjustment disorder", "situational depression"], "conduct disorders" ["conduct disorder", "antisocial personality disorder"], "impulse control issues" ["impulsivity", "impulse control disorder"], "anger management" ["aggression", "aggresiveness", "aggressive"], "stress management", "posttraumatic stress disorder (PTSD)", "neuro-psychological assessments" ["neuro-psych assessments"], "talk therapy" ["counseling therapy", "psychoanalysis"], "medication management" ["prescribing medications", "psychopharmacology", "managing medications", "add drugs", "adhd drugs"], "schizophrenia/psychosis" ["schizophrenia", "psychosis"], "mood disorders" ["seasonal affective disorder", "postpartum depression"], "abuse treatment" ["treatment for abuse"], "trauma therapy";
HEALTH;Sports Medicine Specialists;"muscle injuries" ["muscle strains", "muscle cramps", "shin splints", "sports hernia", "groin pull", "muscle pull"], "bone fractures" ["broken bones", "stress fractures", "hairline fracture", "broken leg", "broken finger", "broken arm"], "tendinitis" ["tendonitis", "Achilles tendinitis"], "joint or ligament strains or tears" ["ligament reconstruction", "meniscus repairs"], "joint dislocation" ["dislocated collarbone", "dislocated finger", "dislocated shoulder", "dislocated jaw", "dislocated elbow"], "MCL/ACL knee injuries" ["anterior cruciate ligament (ACL)", "ACL surgery"], "sports training/conditioning" ["stretching", "flexibility"], "rehabilitation" ["sports injury rehabilitation", "sports injury rehab"], "asthma" ["exercise induced asthma"], "injury prevention", "concussion" ["head trauma"], "sports nutrition", "gait analysis", "overuse injuries", "pain management", "arthritis" ["arthritis of the hip", "arthritis of the knee", "osteoarthritis"], "female athletes";
MISC.;Music Teachers;"piano/keyboard" ["piano teacher", "piano lessons", "electric piano or keyboard lessons", "classical piano lessons", "jazz piano lessons"], "guitar" ["guitar teacher", "guitar lessons", "acoustic guitar lessons", "electric guitar lessons"], "bass" ["bass teacher", "bass lessons", "electric bass lessons", "bass guitar lessons", "upright bass lessons"], "bagpipes" ["bagpipes teacher", "bagpipe lessons"], "banjo" ["banjo teacher", "banjo lessons", "4-string banjo lessons", "5-string banjo lessons", "6-string banjo lessons"], "cello" ["cello teacher", "cello lessons"], "clarinet" ["clarinet teacher", "clarinet lessons"], "drums/percussion" ["drums teacher", "drum lessons"], "flute" ["flute teacher", "flute lessons"], "harmonica" ["harmonica teacher", "harmonica lessons", "blues harmonica lessons"], "harp" ["harp teacher", "harp lessons"], "horn lessons" ["French horn teacher", "French horn lessons"], "oboe" ["oboe teacher", "oboe lessons"], "recorder" ["recorder teacher", "recorder lessons"], "saxophone" ["saxophone teacher", "saxophone lessons", "tenor sax lessons", "alto sax lesson"], "trombone" ["trombone teacher", "trombone lessons"], "trumpet" ["trumpet teacher", "trumpet lessons"], "tuba" ["tuba teacher", "tuba lessons"], "viola" ["viola teacher", "viola lessons"], "violin" ["violin teacher", "violin lessons"], "fiddle" ["fiddle teacher", "fiddle lessons"], "voice" ["voice teacher", "voice lessons"], "mandolin" ["mandolin teacher", "mandolin lessons"], "ukulele" ["ukulele teacher", "ukelele lessons"];
EDUCATION;College Aid/Admissions ;"college applications" ["college application guidance", "college application completion", "application guidance", "college counseling"], "college essay strategies and review" ["college essay writing", "college essay editing", "college counseling"], "college interview preparation", "college search" ["college matching", "college placement", "college counseling"], "high school planning", "summer activity planning" ["review and recommend summer programs", "summer programs", "college counseling"], "support for athletes" ["athlete resume", "athlete portfolio", "prepare athlete for college coach contact", "college counseling"], "student assessment" ["student assessment and college counseling"], "financial aid application" ["government loans", "private loans", "work-study programs", "financial aid guidance", "scholarships"], "testing decisions" ["college admissions test prep", "college admissions test preparation", "SAT test prep", "ACT test prep"], "course selection guidance" ["college counseling"], "fine arts/performing arts" ["arts and college admissions"], "international students" ["international students and college counseling"], "learning disabled/ADHD" ["learning disabled/ADHD and college"];
EDUCATION;Educational Consultants;"college planning and placement" ["college matching"], "preschool matching", elementary school matching", "middle school matching", "high school matching", "interventions" ["crisis intervention", "teen crisis intervention"], "residential treatment programs", "drug and alcohol treatment programs" ["addictive behaviors", "substance abuse"], "special needs students" ["special needs advocacy", "special needs education planning"], "boarding schools" ["therapeutic boarding schools", "therapeutic and emotional growth schools"], "wilderness programs" ["therapeutic wilderness programs"], "transition planning" ["transition to home and teens", "transition to next step and troubled teens"], "IEP support" ["individual education plan support", "attend IEP meetings", "IEP planning"], "school observations", "day treatment" ["day treatment and teens"], "eating disorders", "legal problems" ["legal problems and teens"], "oppositional/defiant teens" ["anger and teens", "hostility and teens", "aggession and teens"], "mood disorders" ["depression and teens", "anxiety and teens"], "neurological disorders" ["autism spectrum disorders", "ASD", "PDD"], "self-harm bahaviors" ["cutting and teens", "self-mutilation and teens", "self injury and teens", "suicidal teens"], "sexual issues/disorders" ["sexual promiscuity and teens", "gender identification issues and teens"], "treatment failure or relapse" ["drug treatment failure and teens"], "gifted children" ["twice-exceptional children", "profoundly gifted children", "2E children"], "student assessments", "psychiatric facilities" ["psychiatric facilities and teens", psychiatric facilities and children"];
EDUCATION;Language Tutors;"French" ["french tutor", "learn french", "french lessons"], "Spanish" ["spanish tutor", "learn spanish", "spanish lessons"], "Chinese" ["chinese tutor", "Mandarin tutor", "learn mandarin", "mandarin lessons", "learn chinese", "chinese lessons,"], "German" ["german tutor", "learn german", "german lessons"], "Italian" ["Italian tutor", "learn Italian", "Italian lessons"], "Russian" ["russian tutor", "learn russian", "russian lessons"], "Japanese" ["japanese tutor", "learn japanese", "japanese lessons"], "Hebrew" ["Hebrew tutor", "learn Hebrew", "Hebrew lessons"], "Latin" ["latin tutor", "learn latin", "latin lessons"], "English as 2nd language" ["English tutor", "English as second language", "learn english", "english lessons"];
EDUCATION;Math Tutors;"algebra 1" ["algebra 1 tutor", "algebra tutor", "math tutor"], "algebra 2" ["algebra 2 tutor", "algebra tutor", "math tutor"], "pre-calculus" ["pre-calculus tutor", "calculus tutor", "math tutor"], "calculus" ["calculus tutor", "math tutor"], "AP calculus" ["ap calculus tutor", "math tutor", calculus tutor"], "statistics" ["statistics tutor"], "AP statistics" ["ap statistics tutor", "statistics tutor"], "geometry" ["geometry tutor", "math tutor"], "pre-algebra" ["pre-algebra tutor", "algebra tutor", "math tutor"], "trigonometry" ["trigonometry tutor", "trig tutor", "math tutor"];
EDUCATION;Reading Tutors;"reading/literacy issues" ["reading issues tutor"], "reading comprehension" ["reading comprehension tutor"], "fluency" ["fluency tutor"], "phonics" ["phonics tutor", "phonics lessons"], "assessments" ["reading assessments"];
EDUCATION;Schools for Special Needs;"auditory processing disorders" ["special schools for kids and auditory processing disorders"], "autism spectrum disorders" ["ASD and special schools", "autism and special schools"], "developmental delays" ["developmental delays and special schools"], "fluency disorders" ["fluency disorders and special schools"], "social skills" ["social skills and special schools"], "voice disorders" ["voice disorders and special schools"], "learning differences" ["learning disorders and special schools"], "dyslexia" ["dyslexia and special schools"], "physical impairments" ["physical disabilities and special schools"], "therapeutic boarding schools", "emotional growth schools", "hearing impairments" ["deaf student and special schools", "hearing impaired and special schools"], "vision impairment" ["blind student and special schools", "vision impaired and special schools"], "Down Syndrome" ["Down's Syndrome and special schools", "down syndrome and special schools"];
EDUCATION;Science Tutors;"basic science" ["science tutor"], "biology" ["biology tutor", "science tutor"], "AP biology" ["ap biology tutor", "biology tutor", "science tutor"], "physics" ["physics tutor", "science tutor"], "AP physics" ["ap physics tutor", "physics tutor", "science tutor"], "anatomy" ["anatomy tutor", "science tutor"], "chemistry" ["chemistry tutor", "science tutor"], "AP chemistry" ["ap chemistry tutor", "chemistry tutor", "science tutor"], "environmental science" ["environmental science tutor", "science tutor"] ;
EDUCATION;Special Education Advocates;"Individual Education Program (IEP) support" ["attend IEP meetings", "IEP planning"], "504 meetings", "student assessment" ["student assessment and special education"], "student records review" ["student records and special education"], "obtain student records" ["student records and special education"], "due process hearings" ["due process hearings and special education"], "mediation assistance" ["mediation and special education"], "public school placement" ["public school and special education"], "private placements through public schools" ["private school placement and special education"], "referrals to agencies, services, therapists" ["referrals and special education"] ;
EDUCATION;Study Skills Tutors;"study skills" ["study skills tutor", "in home tutor"], "organizational skills" ["organizational skills tutor", "in home tutor"], "time management" ["time management tutor", "in home tutor"];
EDUCATION;Test Prep Coaches/Tutors;"SAT" ["sat tutor", "sat prep", "sat test prep"], "SAT subject tests" ["sat subject test tutor", "sat subject test prep"], "SSAT" ["ssat tutor", "ssat test prep"], "ACT" ["act tutor", "act test prep", "act test preparation"], "GRE" ["gre test prep", "gre tutor"], "HSPT" ["hspt tutor", "hspt test prep"], "ISEE" ["isee test prep", "isee tutor"], "LSAT" ["lsat test prep", "lsat tutor"], "MCAT" ["mcat test prep", "mcat tutor"], "essays" ["college essays tutor"], "test-taking strategies" ["test prep", "test preparation", "timing strategies", "test anxiety"], "CBEST" ["cbest tutor", "cbest test prep"], "English Language and Literature AP exam" ["english language and literature ap exam prep"], "Comparative Government and Politics AP exam" ["comparative government and politics ap exam prep"], "French language and literature AP exam" ["french language and literature ap exam prep"], "Psychology AP exam" ["psychology ap exam prep"], "STAR-CAT/6" ["star-cat/6 test prep"], "TOEFL" ["toefl test prep"], "U.S. Government and Politics AP exam" ["us government and politics ap exam prep"], "U.S. History AP exam" ["us history ap exam test prep"], "World History AP exam" ["world history ap exam test prep"], "Stanford 10 (SAT 10)" ["Stanford 10 test prep", "sat 10 test prep"], "SEHS" ["sehs test prep"], "EXPLORE" ["explore test prep"];
EDUCATION;Writing Tutors;"essays" ["essays tutor", "college essays tutor"], "creative writing" ["creative writing tutor"], "grammar" ["grammar tutor"], "term papers" ["term papers tutor"], "outlining and organizing" ["outlining and organizing tutor", "help with writing"];
THERAPISTS & COACHES;Addiction Therapists;"substance/drug abuse" ["substance abuse", "drug abuse", "substance addiction", "drug addiction", "substance dependence," "prescription drug abuse", "prescription drug abuse", "chemical dependency", "marijuana addiction", "meth addiction," "methamphetamine addiction", "opiate addiction", "pot addiction", "prescripton drug addiction", "painkiller addiction", "inhalant abuse", "oxy adiction", "benzo addiction", "heroin addiction", "teen drug abuse"],  "alcohol abuse" ["alcoholism", "alcohol dependence", "alcohol addiction", "alcohol dependency"], "sex addiction", "internet addiction", "video game addiction", "12-step program" ["12 step program", "twelve step program", "AA", "Al-Anon", "Alcoholics Anonymous", "NA", "Nar-Anon", "Narcotics Anonymous"], "day treatment" ["outpatient treatment"], "intensive outpatient treatment" ["IOP"], "residential treatment" ["detox", "rehab", "rehab centers", "rehabilitation centers", "treatment centers", "inpatient treatment"], "sober living" ["sober colleges"], "cognitive behavioral therapy (CBT)" ["CBT", "cognitive behavioral therapy"], "dialectical behavior therapy (DBT)" ["DBT", "dialectical behavior therapy"], "mindfulness-based therapy" ["mindfulness"], "harm reduction/moderation management" ["harm reduction", "moderation managment"], "interventions" ["intervention"], "relapse prevention", "opioid replacement therapy" ["ORT", "opiate replacement therapy", "opioid substitution therapy", "methadone", "Symoron", "Dolophine", "Amidone", "Methadose", "Physeptone", "Heptadon", "Buprenorphine", "Subutex", "Suboxone", "anti-addictive", "anti-addictive drug", "synthetic opioid"];
THERAPISTS & COACHES;ADHD Coaches;"executive function" ["executive function and adhd", "executive function and add"], "organizational skills" ["organizational skills and adhd", "organizational skills and add"], "time-management skills" ["time management and adhd", "time management and add"], "goal setting" ["goal setting and adhd", "goal setting and add"], "support systems" ["support systems and adhd", "support systems and add"];
THERAPISTS & COACHES;Behavior Analysts/Therapists;"autism spectrum disorders (ASD)" ["autism spectrum disorders", "ASD", "autism spectrum" , "autism", "PDD-NOS", "PDD", "Rett syndrome", "childhood disintegrative disorder", "pervasive developmental disorder"], "Asperger Syndrome" ["Asperger's", "Asperger Disorder"], "Oppositional Defiant Disorder" ["ODD"], "ADHD" ["Attention-Deficit Hyperactivity Disorder", "add"], "early intensive behavioral intervention" ["early intensive behavioral treatment", "EIBI", "EIBT", "Lovaas model"], "discrete trial training" ["DTT", "discrete trial teaching", "modified discrete trial teaching"], "natural environment training" ["natural environment teaching", "NET"], "Picture Exchange Communication System" ["PECS"], "parent management training" ["PMT", "Kazdin method"], "individualized education programs and school support" ["IEP", "individual education plan", "individualized education plan", "individual education programs", "school support"], "functional behavior assessment" ["functional behavior assessments", "FBA"], "TEACCH" ["Treatment and Education of Autistic and Related Communication Handicapped Children"], "verbal behavior therapy" ["VBT", "AVB", "applied verbal behavior"], "positive behavior support" ["PBS", "positive behavioral support", "positive behavior intervention", "positive behavorial intervention", "positive behavior support plans", "PBSP"], "social skills training" ["social skills program", social skills therapy"], "joint attention training" ["joint attention skills", "joint attention therapy"], "functional communication training" ["FCT", "functional communication therapy", "functional communication skills"], "executive function training" ["executive function therapy", "executive function skills"], "adaptive skills training" ["adaptive skills therapy", "adaptive skills"], "integrated play groups";
THERAPISTS & COACHES;Eating Disorder Therapists;"anorexia" ["anorexia nervosa"], "bulimia" ["bulimia nervosa", "binge and purge", "binging and purging"], "binge eating" ["binge eating disorder", "BED"], "purging disorder", "night eating syndrome", "eating disorders not otherwise specified (EDNOS)" ["eating disorders not otherwise specified", "eating disorder not otherwise specified", "EDNOS"], "restricted eating/calorie counting" ["calorie counting", "counting calories", "restricted eating"], "compulsive overexercising" ["exercise addiction", "compulsive exercise", "compulsive exercising", "compulsive over-exercising", "compulsive over exercising", "compulsive over-exercise", "compulsive over exercise", "compulsive overexercise"], "laxative and diuretic abuse" ["laxative abuse", "diuretic abuse"], "pica" ["pica syndrome", "pica disorder"], "emotional eating" ["emotional overeating"], "food maintenance syndrome/food hoarding" ["food maintenance syndrome", "food hoarding"], "cognitive behavioral therapy (CBT)" ["cognitive behavioral therapy", "CBT"], "dialectical behavior therapy (DBT)" ["dialectical behavior therapy", "DBT"], "intensive outpatient program (IOP)" ["intensive outpatient program", "IOP"], "partial hospitalization treatment (PHP)" ["partial hospitalization treatment", "PHP", "day treatment"], "nutritional counseling" ["family nutritional counseling"], "mindful eating", "family-based treatment (FBT or Maudsley Method)" ["Maudsley Approach", "Maudsley Model", "family-based therapy", "FBT", "family-based treatment", "Maudsley Family Therapy"], "supervised meals and meal support" ["supervised meals", "supervised group meals", "meal support"], "support groups" ["support group", "eating disorder support groups", "eating disorder support group"], "weight management";
THERAPISTS & COACHES;Equine Therapy;"ADD/ADHD" ["attention problems and equine therapy", "ADD/ADHD and equine therapy", "adhd and equine therapy"], "multiple sclerosis" ["MS and equine therapy"], "spinal cord injury" ["spinal cord injury and equine therapy"], "trauma" [traumatic brain injury and equine therapy"], "muscular dystrophy" ["muscular dsytrophy and equine therapy"], "cognitive defects" ["cognitive defects and equine therapy"], "autism spectrum disorders (ASD)" ["autism and equine therapy", "ASD and equine therapy", "Asperger's and equine therapy", "Asperger and equine therapy", "Asperger Syndrome and equine therapy"], "cerebral palsy" ["cerebral palsy and equine therapy"], "spina bifida" ["spina bifida and equine therapy"], "mental retardation" ["Down Syndrome and equine therapy", "Down's Syndrome and equine therapy"], "behavior problems" ["troubled teens and equine therapy", "anger and equine therapy", "acting out and equine therapy", "oppositional behavior and equine therapy", "defiant teens and equine therapy", "self-esteem problems and equine therapy"], "learning disabilities" ["learning disabilities and equine therapy"], "emotional problems" ["emotional problems and equine therapy"], "hearing, speech, visual impairment" ["hearing, speech, visual impairment and equine therapy"], "orthopedic conditions" ["scoliosis and equine therapy", "fractures and equine therapy", "broken bones and equine therapy", "sciatica and equine therapy", "osteoarthritis and equine therapy"], "substance abuse recovery" ["drug addiction recovery and equine therapy"], "grief and loss" ["grief and equine therapy"], "anxiety and shyness" ["phobias and equine therapy"];
THERAPISTS & COACHES;Family Therapists;"ADHD and inattention" ["ADHD", "inattention", "ADD", "attention deficit disorder", "attention deficit hyperactivity disorder"], "autism spectrum disorders (ASD)" ["autism spectrum disorders", "ASD", "autism spectrum", "autism", "Asperger Syndrome", "Asperger Disorder", "PDD-NOS", "PDD", "Rett syndrome", "childhood disintegrative disorder", "pervasive developmental disorder"], "eating disorders" ["anorexia", "anorexia nervosa", "bulimia", "bulimia nervosa", "binge eating"], "bipolar disorder", "obessive-compulsive spectrum disorders" ["obsessive-compulsive disorder", "OCD", "OCPD", "obsessive-compulsive personality disorder", "trichotillomania", "dermatillomania", "skin picking", "body-focused repetitive disorder", "body dysmorphic disorder", "BDD", "PANDAS", "Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections"], "depression" ["major depressive disorder", "major depression", "low mood", "low affect"], "anxiety" ["anxiety disorders", "generalized anxiety disorder", "GAD", "panic disorder", "selective mutism", "SM", "separation anxiety disorder", "separation anxiety", "social anxiety", "shyness"], "phobias", "developmental delays", "learning disorders" ["learning disabilities (LD)", "dyslexia", "dysgraphia", "dyscalculia", "nonverbal learning disorder", "nonverbal learning disability", "response to intervention", "RIT"], "self-harm/cutting" ["self-harm", "self-harming", "cutting", "self-mutilation"], "adjustment disorders" ["adjustment disorder", "situational depression"], "conduct disorders" ["conduct disorder", "antisocial personality disorder"], "impulse control issues" ["impulsivity", "impulse control disorder"], "anger management" ["aggression", "aggresiveness", "aggressive"], "stress management", "posttraumatic stress disorder (PTSD)", "neuro-psychological assessments" ["neuro-psych assessments"], "school advocacy", "school readiness and placement" ["school readiness", "school placement"], "psychoeducational testing" ["psychoeducational assessment", "psychoeducational evaluation"], "academic difficulties" ["low grades"], "parent support and coaching" ["parent support", "parent coaching", "parent training", "parental support and coaching", "parental support", "parental coaching", "parental training"], "divorce and co-parenting" ["divorce and kids", "co-parenting", "coparenting"], "toilet training and bedwetting" ["bedwetting", "bed wetting", "bed-wetting", "toilet training"], "body image and weight management" ["body dysmorphic disorder", "BDD", "eating disorders", "anorexia", "anorexia nervosa", "bulimia", "bulimia nervosa", "body image", "weight management", "body image teenagers", "body image kids"], "bullying" ["bullies", "school bullying", "being bullied"], "family, individual, or couples therapy" ["couples therapy", "family therapy", "dyadic therapy", "dyad therapy"], "infertility counseling" ["infertility therapy", "infertility psychotherapy", "infertility counseling"];
THERAPISTS & COACHES;Parenting Coaches;"ADHD/attention" ["attention deficit hyperactive disorder", "ADD"], "behavior" ["troubled teens", "oppositional behavior", "defiant teens", "anger"], "sleep" ["infant sleep", "baby sleep", "toddler sleep", "big kid sleep"], "substance abuse" ["drug abuse and teens", "alcohol abuse and teens"], "bedwetting", "adoption", "fears/anxiety" ["phobias", "anxiety"], "developmental delay", "temperament", "toilet training" ["potty training"], "co-parenting", "attachment", "feeding" ["breastfeeding", "fussy eater"], "anger/stress management", "non-traditional families" ["single parenting", "LGBT families", "same-sex couple"], "family relationships/communication" [parent/child communication"], "divorce and kids" ["parenting through separation and divorce"], "impulse control", "social skills", "eating disorders", "peer relationships", "positive discipline" ["discipline"], "school readiness" ["preschool readiness", "kindergarten readiness"], "self-harm" ["cutting", "self-mutilation", "self-injury"], "sexual issues" ["gender identification", "sexual promiscuity", "gay teens"], "trauma" ["sexual abuse"];
THERAPISTS & COACHES;Pediatric Occupational Therapists;"ADHD" ["attention difficulties", "AD/HD", "ADD"], "autism spectrum disorders" ["autism", "ASD", "Asperger's", "Asperger's Syndrome"], "body awareness", "learning disabilties", "developmental delays", "fine-motor skills" ["grasping", "cutting", "shoe-tying", "utensil use"], "gross-motor skills" ["lack of coordination"], "physical/playground skills" ["fear of climbing", "poor muscle tone", "core body weakness"], "handwriting therapy" ["handwriting skills", "Handwriting Without Tears"], "hand-eye coordination", "sensory integration therapy" ["sensory integration", "sensory processing"], "daily living skills" ["bathing", "tooth-brushing", "dressing", "self-feeding"],"orthopedic injuries" ["sports injuries and occupational therapy", "knee injuries and occupational therapy", "broken bones and occupational injuries"], "feeding difficulties", "perceptual motor delays", "visual perceptual delays", "neurological impairments resulting in the delay of skills development", "genetic disorders resulting in the delay of skills development", "prematurity" ["premature baby and occupational therapy"], "self-regulation", "sensory modulation" ["reaction to stimulus"], "assessments and standardized testing", "clinical observations", "play therapy", "feeding therapy", "clinic-based therapy", "home-based therapy", "school-based therapy", "group therapy", "parent/family/teacher coaching" ["parent coaching", "family coaching", "teacher coaching"];
THERAPISTS & COACHES;Pediatric Physical Therapists;"autism specturm disorders (ASD)" ["autism"], "balance and coordination", "cerebral palsy", "developmental delays", "evaluations" ["physical therapy evaluations"], "gross motor skills", "fine motor skills", "intensive physical therapy", "neurological rehabilitation" ["post-stroke (CVA)"], "strength, posture, endurance, range of motion" ["musculoskeletal issues"], "traumatic brain injury" ["post-trauma rehabilitation"], "play therapy", "sensory processing", "sensory integration" ["vestibular rehabilitation"], "spina bifida", "sports injuries" ["sports rehabilitation"], "sports training and conditioning", "Down Syndrome" ["Down's Syndrome"], "post-orthopedic and surgery care", "swimming and aquatic therapy", "juvenile rheumatoid arthritis", "flexibility", "ataxia and athetosis", "hypertonia and hypotonia", "swallowing disorders" ["dysphagia"];
THERAPISTS & COACHES;Pediatric Speech Therapists;"language disorders and therapy" ["language delay", "language-based learning disabilities", "expressive and receptive language therapy"], "auditory-language processing disorders", "oral-myofunctional and feeding therapy", "augmentative/alternative communication", "fluency disorders/stuttering" ["stammering", "fluency therapy"], "voice disorders", "social/pragmatic language disorders" ["social therapy"], "PDD-associated impairments", "autism-associated impairments" [ASD speech and language impairments"], "NLD-associated impairments", "articulation/phonological disorders" ["/s/ therapy", "/r/ therapy"], "ADHD-associated impairments", "craniofacial anomalies" ["cleft palate", "cleft lip", "cranial nerve damage"], "developmental delays", "Down Syndrome" ["Down's Syndrome"], "DiGeorge Syndrome", "hearing impairment" ["hearing loss", "partial deafness"], "language delay", "motor speech disorders", "pediatric traumatic brain injury" ["stroke"], "apraxia of speech", "cerebral palsy", "feeding and swallowing disorders" ["tongue thrust"], "parent education and training", "early intervention" ["early intervention and speech therapy"], "evaluations" ["evaluations and speech therapy"];
THERAPISTS & COACHES;Psychiatrists;"ADHD and inattention" ["ADHD", "inattention", "ADD", "attention deficit disorder", "attention deficit hyperactivity disorder"], "autism spectrum disorders (ASD)" ["autism spectrum disorders", "ASD", "autism spectrum", "autism", "Asperger Syndrome", "Asperger Disorder", "PDD-NOS", "PDD", "Rett syndrome", "childhood disintegrative disorder", "pervasive developmental disorder"], "bipolar disorder", "obessive-compulsive spectrum disorders" ["obsessive-compulsive disorder", "OCD", "OCPD", "obsessive-compulsive personality disorder", "trichotillomania", "dermatillomania", "skin picking", "body-focused repetitive disorder", "body dysmorphic disorder", "BDD", "PANDAS", "Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections"], "depression" ["major depressive disorder", "major depression", "low mood", "low affect"], "anxiety" ["anxiety disorders", "generalized anxiety disorder", "GAD", "panic disorder", "selective mutism", "SM", "separation anxiety disorder", "separation anxiety", "social anxiety", "shyness"], "phobias" ["phobia", "fears"], "self-harm/cutting" ["self-harm", "self-harming", "cutting"], "adjustment disorders" ["adjustment disorder", "situational depression"], "conduct disorders" ["conduct disorder", "antisocial personality disorder"], "impulse control issues" ["impulsivity", "impulse control disorder"], "anger management" ["aggression", "aggresiveness", "aggressive"], "stress management", "posttraumatic stress disorder (PTSD)", "neuro-psychological assessments" ["neuro-psych assessments"], "talk therapy" ["counseling therapy", "psychoanalysis"], "medication management" ["prescribing medications", "psychopharmacology", "managing medications", "add drugs", "adhd drugs"], "schizophrenia/psychosis" ["schizophrenia", "psychosis"], "mood disorders" ["seasonal affective disorder", "postpartum depression"], "abuse treatment" ["treatment for abuse"], "trauma therapy";
THERAPISTS & COACHES;Psychologists;"ADHD and inattention" ["ADHD", "inattention", "ADD", "attention deficit disorder", "attention deficit hyperactivity disorder"], "autism spectrum disorders (ASD)" ["autism spectrum disorders", "ASD", "autism spectrum", "autism", "Asperger Syndrome", "Asperger Disorder", "PDD-NOS", "PDD", "Rett syndrome", "childhood disintegrative disorder", "pervasive developmental disorder"], "eating disorders" ["anorexia", "anorexia nervosa", "bulimia", "bulimia nervosa", "binge eating"], "bipolar disorder", "obessive-compulsive spectrum disorders" ["obsessive-compulsive disorder", "OCD", "OCPD", "obsessive-compulsive personality disorder", "trichotillomania", "dermatillomania", "skin picking", "body-focused repetitive disorder", "body dysmorphic disorder", "BDD", "PANDAS", "Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections"], "depression" ["major depressive disorder", "major depression", "low mood", "low affect"], "anxiety" ["anxiety disorders", "generalized anxiety disorder", "GAD", "panic disorder", "selective mutism", "SM", "separation anxiety disorder", "separation anxiety", "social anxiety", "shyness"], "phobias", "developmental delays", "learning disabilities (LD)" ["learning disorders", "dyslexia", "dysgraphia", "dyscalculia", "nonverbal learning disorder", "nonverbal learning disability", "response to intervention", "RIT"], "self-harm/cutting" ["self-harm", "self-harming", "cutting"], "adjustment disorders" ["adjustment disorder", "situational depression"], "conduct disorders" ["conduct disorder", "antisocial personality disorder"], "impulse control issues" ["impulsivity", "impulse control disorder"], "anger management" ["aggression", "aggresiveness", "aggressive"], "stress management", "posttraumatic stress disorder (PTSD)", "neuro-psychological assessments" ["neuro-psych assessments"], "school advocacy", "school readiness and placement" ["school readiness", "school placement"], "psychoeducational testing" ["psychoeducational assessment", "psychoeducational evaluation"], "academic difficulties" ["low grades"], "parent support and coaching" ["parent support", "parent coaching", "parent training", "parental support and coaching", "parental support", "parental coaching", "parental training"], "divorce and co-parenting" ["divorce and kids", "co-parenting", "coparenting"], "toilet training and bedwetting" ["bedwetting", "bed wetting", "bed-wetting", "toilet training"], "body image and weight management" ["body dysmorphic disorder", "BDD", "eating disorders", "anorexia", "anorexia nervosa", "bulimia", "bulimia nervosa", "body image", "weight management", "body image teenagers", "body image kids"], "bullying" ["bullies", "school bullying", "being bullied"], "family, individual, or couples therapy" ["couples therapy", "family therapy", "dyadic therapy", "dyad therapy"], "infertility counseling" ["infertility therapy", "infertility psychotherapy", "infertility counseling"];
THERAPISTS & COACHES;Social Skills Therapists;"autism spectrum disorder (ASD)" ["Asperger's Syndrome", "autism"], "peer social skills" ["social skills play groups", "making eye contact", "appropriate body language", "asking appropriate questions", "cooperative behavior", "conflict resolution skills"], "executive function disorder", "developmental disabilities" ["developmental disabilities and social skills"], "problem-solving skills", "conversational role playing", "parent education and training", "assessments" ["social skills evaluations", "social skills assessments"];
